OrderID,DateKey,ProductID,GeoID,ChannelID,PromotionID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,NetSales,UnitCost,CostOfGoods,Profit
ORD-20210404-001408,20210404,1010,515,301,0,7,542.75,0.0,3799.25,0.0,3799.25,284.61,1992.27,1806.98
ORD-20210404-001409,20210404,1001,509,303,0,16,195.14,0.0,3122.24,0.0,3122.24,105.82,1693.12,1429.12
ORD-20210404-001410,20210404,1014,519,301,0,15,620.24,0.0,9303.6,0.0,9303.6,337.6,5064.0,4239.6
ORD-20210404-001411,20210404,1021,511,302,0,26,2016.18,0.0,52420.68,0.0,52420.68,1132.3,29439.8,22980.88
ORD-20210404-001412,20210404,1001,521,303,0,13,195.14,0.0,2536.82,0.0,2536.82,105.82,1375.66,1161.16
ORD-20210404-001413,20210404,1007,502,303,0,28,193.73,0.0,5424.44,0.0,5424.44,110.72,3100.16,2324.28
ORD-20210404-001414,20210404,1005,513,305,0,3,120.36,0.0,361.08,0.0,361.08,68.4,205.2,155.88
ORD-20210404-001415,20210404,1012,503,302,0,6,852.4,0.0,5114.4,0.0,5114.4,495.07,2970.42,2143.98
ORD-20210405-001416,20210405,1021,506,302,0,10,2016.18,0.0,20161.8,0.0,20161.8,1132.3,11323.0,8838.8
ORD-20210405-001417,20210405,1019,520,302,0,16,2155.26,0.0,34484.16,0.0,34484.16,1243.92,19902.72,14581.44
ORD-20210405-001418,20210405,1008,507,302,0,7,196.47,0.0,1375.29,0.0,1375.29,129.1,903.7,471.59
ORD-20210405-001419,20210405,1008,501,301,0,9,196.47,0.0,1768.23,0.0,1768.23,129.1,1161.9,606.33
ORD-20210405-001420,20210405,1014,519,302,0,35,620.24,0.0,21708.4,0.0,21708.4,337.6,11816.0,9892.4
ORD-20210405-001421,20210405,1002,524,301,0,15,158.28,0.0,2374.2,0.0,2374.2,83.66,1254.9,1119.3
ORD-20210405-001422,20210405,1020,506,302,0,9,1763.33,0.0,15869.97,0.0,15869.97,911.16,8200.44,7669.53
ORD-20210405-001423,20210405,1001,502,301,0,13,195.14,0.0,2536.82,0.0,2536.82,105.82,1375.66,1161.16
ORD-20210405-001424,20210405,1013,508,303,0,11,539.74,0.0,5937.14,0.0,5937.14,327.32,3600.52,2336.62
ORD-20210405-001425,20210405,1020,522,302,0,3,1763.33,0.0,5289.99,0.0,5289.99,911.16,2733.48,2556.51
ORD-20210406-001426,20210406,1001,512,304,0,60,195.14,0.0,11708.4,0.0,11708.4,105.82,6349.2,5359.2
ORD-20210406-001427,20210406,1017,520,302,0,34,357.47,0.0,12153.98,0.0,12153.98,208.24,7080.16,5073.82
ORD-20210406-001428,20210406,1008,506,302,0,28,196.47,0.0,5501.16,0.0,5501.16,129.1,3614.8,1886.36
ORD-20210406-001429,20210406,1013,507,301,0,14,539.74,0.0,7556.36,0.0,7556.36,327.32,4582.48,2973.88
ORD-20210406-001430,20210406,1007,516,301,0,8,193.73,0.0,1549.84,0.0,1549.84,110.72,885.76,664.08
ORD-20210406-001431,20210406,1002,514,302,0,14,158.28,0.0,2215.92,0.0,2215.92,83.66,1171.24,1044.68
ORD-20210406-001432,20210406,1019,517,304,0,46,2155.26,0.0,99141.96,0.0,99141.96,1243.92,57220.32,41921.64
ORD-20210406-001433,20210406,1019,512,302,0,15,2155.26,0.0,32328.9,0.0,32328.9,1243.92,18658.8,13670.1
ORD-20210406-001434,20210406,1020,503,302,0,49,1763.33,0.0,86403.17,0.0,86403.17,911.16,44646.84,41756.33
ORD-20210406-001435,20210406,1018,509,301,0,7,627.63,0.0,4393.41,0.0,4393.41,368.52,2579.64,1813.77
ORD-20210406-001436,20210406,1020,510,305,0,32,1763.33,0.0,56426.56,0.0,56426.56,911.16,29157.12,27269.44
ORD-20210406-001437,20210406,1004,505,301,0,15,186.71,0.0,2800.65,0.0,2800.65,107.66,1614.9,1185.75
ORD-20210406-001438,20210406,1013,503,302,0,20,539.74,0.0,10794.8,0.0,10794.8,327.32,6546.4,4248.4
ORD-20210406-001439,20210406,1023,514,304,0,9,2441.4,0.0,21972.6,0.0,21972.6,1369.47,12325.23,9647.37
ORD-20210407-001440,20210407,1021,513,303,0,7,2016.18,0.0,14113.26,0.0,14113.26,1132.3,7926.1,6187.16
ORD-20210407-001441,20210407,1005,524,302,0,14,120.36,0.0,1685.04,0.0,1685.04,68.4,957.6,727.44
ORD-20210407-001442,20210407,1001,513,305,0,35,195.14,0.0,6829.9,0.0,6829.9,105.82,3703.7,3126.2
ORD-20210407-001443,20210407,1023,516,301,0,22,2441.4,0.0,53710.8,0.0,53710.8,1369.47,30128.34,23582.46
ORD-20210407-001444,20210407,1002,504,302,0,51,158.28,0.0,8072.28,0.0,8072.28,83.66,4266.66,3805.62
ORD-20210407-001445,20210407,1023,507,303,0,8,2441.4,0.0,19531.2,0.0,19531.2,1369.47,10955.76,8575.44
ORD-20210407-001446,20210407,1003,506,301,0,17,204.45,0.0,3475.65,0.0,3475.65,108.85,1850.45,1625.2
ORD-20210407-001447,20210407,1003,504,304,0,24,204.45,0.0,4906.8,0.0,4906.8,108.85,2612.4,2294.4
ORD-20210407-001448,20210407,1006,510,301,0,8,217.32,0.0,1738.56,0.0,1738.56,124.01,992.08,746.48
ORD-20210407-001449,20210407,1017,511,303,0,37,357.47,0.0,13226.39,0.0,13226.39,208.24,7704.88,5521.51
ORD-20210407-001450,20210407,1010,506,301,0,17,542.75,0.0,9226.75,0.0,9226.75,284.61,4838.37,4388.38
ORD-20210407-001451,20210407,1007,515,301,0,13,193.73,0.0,2518.49,0.0,2518.49,110.72,1439.36,1079.13
ORD-20210407-001452,20210407,1017,507,303,0,19,357.47,0.0,6791.93,0.0,6791.93,208.24,3956.56,2835.37
ORD-20210407-001453,20210407,1010,505,302,0,41,542.75,0.0,22252.75,0.0,22252.75,284.61,11669.01,10583.74
ORD-20210407-001454,20210407,1016,506,301,0,40,252.72,0.0,10108.8,0.0,10108.8,128.58,5143.2,4965.6
ORD-20210407-001455,20210407,1003,522,301,0,12,204.45,0.0,2453.4,0.0,2453.4,108.85,1306.2,1147.2
ORD-20210408-001456,20210408,1013,516,301,0,6,539.74,0.0,3238.44,0.0,3238.44,327.32,1963.92,1274.52
ORD-20210408-001457,20210408,1019,519,305,0,16,2155.26,0.0,34484.16,0.0,34484.16,1243.92,19902.72,14581.44
ORD-20210408-001458,20210408,1019,512,303,0,16,2155.26,0.0,34484.16,0.0,34484.16,1243.92,19902.72,14581.44
ORD-20210408-001459,20210408,1017,505,302,0,34,357.47,0.0,12153.98,0.0,12153.98,208.24,7080.16,5073.82
ORD-20210408-001460,20210408,1020,508,302,0,32,1763.33,0.0,56426.56,0.0,56426.56,911.16,29157.12,27269.44
ORD-20210408-001461,20210408,1005,522,301,0,6,120.36,0.0,722.16,0.0,722.16,68.4,410.4,311.76
ORD-20210408-001462,20210408,1005,516,302,0,10,120.36,0.0,1203.6,0.0,1203.6,68.4,684.0,519.6
ORD-20210408-001463,20210408,1018,522,302,0,38,627.63,0.0,23849.94,0.0,23849.94,368.52,14003.76,9846.18
ORD-20210408-001464,20210408,1005,516,302,0,41,120.36,0.0,4934.76,0.0,4934.76,68.4,2804.4,2130.36
ORD-20210408-001465,20210408,1008,518,303,0,17,196.47,0.0,3339.99,0.0,3339.99,129.1,2194.7,1145.29
ORD-20210408-001466,20210408,1019,521,302,0,29,2155.26,0.0,62502.54,0.0,62502.54,1243.92,36073.68,26428.86
ORD-20210408-001467,20210408,1017,516,302,0,30,357.47,0.0,10724.1,0.0,10724.1,208.24,6247.2,4476.9
ORD-20210408-001468,20210408,1013,507,304,0,25,539.74,0.0,13493.5,0.0,13493.5,327.32,8183.0,5310.5
ORD-20210408-001469,20210408,1014,507,301,0,11,620.24,0.0,6822.64,0.0,6822.64,337.6,3713.6,3109.04
ORD-20210408-001470,20210408,1013,503,302,0,54,539.74,0.0,29145.96,0.0,29145.96,327.32,17675.28,11470.68
ORD-20210408-001471,20210408,1007,504,305,0,48,193.73,0.0,9299.04,0.0,9299.04,110.72,5314.56,3984.48
ORD-20210408-001472,20210408,1001,519,301,0,36,195.14,0.0,7025.04,0.0,7025.04,105.82,3809.52,3215.52
ORD-20210408-001473,20210408,1023,524,301,0,25,2441.4,0.0,61035.0,0.0,61035.0,1369.47,34236.75,26798.25
ORD-20210408-001474,20210408,1006,513,302,0,22,217.32,0.0,4781.04,0.0,4781.04,124.01,2728.22,2052.82
ORD-20210408-001475,20210408,1001,502,301,0,5,195.14,0.0,975.7,0.0,975.7,105.82,529.1,446.6
ORD-20210408-001476,20210408,1013,519,304,0,75,539.74,0.0,40480.5,0.0,40480.5,327.32,24549.0,15931.5
ORD-20210408-001477,20210408,1021,517,303,0,13,2016.18,0.0,26210.34,0.0,26210.34,1132.3,14719.9,11490.44
ORD-20210408-001478,20210408,1015,510,304,0,35,321.89,0.0,11266.15,0.0,11266.15,163.52,5723.2,5542.95
ORD-20210409-001479,20210409,1013,502,305,0,36,539.74,0.0,19430.64,0.0,19430.64,327.32,11783.52,7647.12
ORD-20210409-001480,20210409,1019,504,305,0,27,2155.26,0.0,58192.02,0.0,58192.02,1243.92,33585.84,24606.18
ORD-20210409-001481,20210409,1001,511,305,0,7,195.14,0.0,1365.98,0.0,1365.98,105.82,740.74,625.24
ORD-20210409-001482,20210409,1007,509,301,0,16,193.73,0.0,3099.68,0.0,3099.68,110.72,1771.52,1328.16
ORD-20210409-001483,20210409,1005,512,304,0,38,120.36,0.0,4573.68,0.0,4573.68,68.4,2599.2,1974.48
ORD-20210409-001484,20210409,1005,504,301,0,23,120.36,0.0,2768.28,0.0,2768.28,68.4,1573.2,1195.08
ORD-20210409-001485,20210409,1003,517,304,0,10,204.45,0.0,2044.5,0.0,2044.5,108.85,1088.5,956.0
ORD-20210410-001486,20210410,1002,504,305,0,57,158.28,0.0,9021.96,0.0,9021.96,83.66,4768.62,4253.34
ORD-20210410-001487,20210410,1006,510,301,0,19,217.32,0.0,4129.08,0.0,4129.08,124.01,2356.19,1772.89
ORD-20210410-001488,20210410,1005,507,302,0,5,120.36,0.0,601.8,0.0,601.8,68.4,342.0,259.8
ORD-20210410-001489,20210410,1021,503,302,0,11,2016.18,0.0,22177.98,0.0,22177.98,1132.3,12455.3,9722.68
ORD-20210410-001490,20210410,1004,501,301,0,10,186.71,0.0,1867.1,0.0,1867.1,107.66,1076.6,790.5
ORD-20210410-001491,20210410,1020,516,304,0,6,1763.33,0.0,10579.98,0.0,10579.98,911.16,5466.96,5113.02
ORD-20210410-001492,20210410,1018,514,301,0,12,627.63,0.0,7531.56,0.0,7531.56,368.52,4422.24,3109.32
ORD-20210410-001493,20210410,1020,509,301,0,8,1763.33,0.0,14106.64,0.0,14106.64,911.16,7289.28,6817.36
ORD-20210410-001494,20210410,1003,523,303,0,13,204.45,0.0,2657.85,0.0,2657.85,108.85,1415.05,1242.8
ORD-20210410-001495,20210410,1004,513,303,0,51,186.71,0.0,9522.21,0.0,9522.21,107.66,5490.66,4031.55
ORD-20210410-001496,20210410,1005,503,301,0,14,120.36,0.0,1685.04,0.0,1685.04,68.4,957.6,727.44
ORD-20210410-001497,20210410,1021,518,303,0,10,2016.18,0.0,20161.8,0.0,20161.8,1132.3,11323.0,8838.8
ORD-20210410-001498,20210410,1012,506,301,0,55,852.4,0.0,46882.0,0.0,46882.0,495.07,27228.85,19653.15
ORD-20210410-001499,20210410,1005,511,301,0,3,120.36,0.0,361.08,0.0,361.08,68.4,205.2,155.88
ORD-20210410-001500,20210410,1001,513,302,0,7,195.14,0.0,1365.98,0.0,1365.98,105.82,740.74,625.24
ORD-20210410-001501,20210410,1023,512,303,0,9,2441.4,0.0,21972.6,0.0,21972.6,1369.47,12325.23,9647.37
ORD-20210410-001502,20210410,1020,521,301,0,6,1763.33,0.0,10579.98,0.0,10579.98,911.16,5466.96,5113.02
ORD-20210411-001503,20210411,1001,523,304,0,71,195.14,0.0,13854.94,0.0,13854.94,105.82,7513.22,6341.72
ORD-20210411-001504,20210411,1023,506,302,0,66,2441.4,0.0,161132.4,0.0,161132.4,1369.47,90385.02,70747.38
ORD-20210411-001505,20210411,1011,514,301,0,17,491.02,0.0,8347.34,0.0,8347.34,250.08,4251.36,4095.98
ORD-20210411-001506,20210411,1006,515,301,0,16,217.32,0.0,3477.12,0.0,3477.12,124.01,1984.16,1492.96
ORD-20210411-001507,20210411,1004,508,303,0,15,186.71,0.0,2800.65,0.0,2800.65,107.66,1614.9,1185.75
ORD-20210411-001508,20210411,1002,520,303,0,8,158.28,0.0,1266.24,0.0,1266.24,83.66,669.28,596.96
ORD-20210411-001509,20210411,1019,512,302,0,22,2155.26,0.0,47415.72,0.0,47415.72,1243.92,27366.24,20049.48
ORD-20210411-001510,20210411,1023,511,303,0,5,2441.4,0.0,12207.0,0.0,12207.0,1369.47,6847.35,5359.65
ORD-20210411-001511,20210411,1023,503,301,0,27,2441.4,0.0,65917.8,0.0,65917.8,1369.47,36975.69,28942.11
ORD-20210411-001512,20210411,1011,511,303,0,3,491.02,0.0,1473.06,0.0,1473.06,250.08,750.24,722.82
ORD-20210411-001513,20210411,1019,503,302,0,54,2155.26,0.0,116384.04,0.0,116384.04,1243.92,67171.68,49212.36
ORD-20210411-001514,20210411,1013,511,303,0,7,539.74,0.0,3778.18,0.0,3778.18,327.32,2291.24,1486.94
ORD-20210411-001515,20210411,1001,502,305,0,41,195.14,0.0,8000.74,0.0,8000.74,105.82,4338.62,3662.12
ORD-20210411-001516,20210411,1006,505,302,0,12,217.32,0.0,2607.84,0.0,2607.84,124.01,1488.12,1119.72
ORD-20210411-001517,20210411,1002,507,301,0,17,158.28,0.0,2690.76,0.0,2690.76,83.66,1422.22,1268.54
ORD-20210411-001518,20210411,1004,514,302,0,10,186.71,0.0,1867.1,0.0,1867.1,107.66,1076.6,790.5
ORD-20210411-001519,20210411,1012,519,305,0,16,852.4,0.0,13638.4,0.0,13638.4,495.07,7921.12,5717.28
ORD-20210412-001520,20210412,1018,507,301,0,53,627.63,0.0,33264.39,0.0,33264.39,368.52,19531.56,13732.83
ORD-20210412-001521,20210412,1016,507,302,0,4,252.72,0.0,1010.88,0.0,1010.88,128.58,514.32,496.56
ORD-20210412-001522,20210412,1004,513,302,0,23,186.71,0.0,4294.33,0.0,4294.33,107.66,2476.18,1818.15
ORD-20210412-001523,20210412,1015,519,301,0,37,321.89,0.0,11909.93,0.0,11909.93,163.52,6050.24,5859.69
ORD-20210412-001524,20210412,1019,505,301,0,25,2155.26,0.0,53881.5,0.0,53881.5,1243.92,31098.0,22783.5
ORD-20210412-001525,20210412,1013,503,303,0,18,539.74,0.0,9715.32,0.0,9715.32,327.32,5891.76,3823.56
ORD-20210412-001526,20210412,1001,506,301,0,42,195.14,0.0,8195.88,0.0,8195.88,105.82,4444.44,3751.44
ORD-20210412-001527,20210412,1005,503,301,0,125,120.36,0.0,15045.0,0.0,15045.0,68.4,8550.0,6495.0
ORD-20210412-001528,20210412,1020,507,302,0,27,1763.33,0.0,47609.91,0.0,47609.91,911.16,24601.32,23008.59
ORD-20210412-001529,20210412,1013,505,303,0,25,539.74,0.0,13493.5,0.0,13493.5,327.32,8183.0,5310.5
ORD-20210412-001530,20210412,1012,524,304,0,6,852.4,0.0,5114.4,0.0,5114.4,495.07,2970.42,2143.98
ORD-20210412-001531,20210412,1015,511,302,0,16,321.89,0.0,5150.24,0.0,5150.24,163.52,2616.32,2533.92
ORD-20210412-001532,20210412,1016,511,301,0,15,252.72,0.0,3790.8,0.0,3790.8,128.58,1928.7,1862.1
ORD-20210412-001533,20210412,1018,501,304,0,78,627.63,0.0,48955.14,0.0,48955.14,368.52,28744.56,20210.58
ORD-20210412-001534,20210412,1013,501,302,0,15,539.74,0.0,8096.1,0.0,8096.1,327.32,4909.8,3186.3
ORD-20210412-001535,20210412,1017,522,301,0,4,357.47,0.0,1429.88,0.0,1429.88,208.24,832.96,596.92
ORD-20210412-001536,20210412,1022,501,301,0,40,1209.05,0.0,48362.0,0.0,48362.0,672.03,26881.2,21480.8
ORD-20210412-001537,20210412,1008,514,302,0,10,196.47,0.0,1964.7,0.0,1964.7,129.1,1291.0,673.7
ORD-20210412-001538,20210412,1019,502,301,0,50,2155.26,0.0,107763.0,0.0,107763.0,1243.92,62196.0,45567.0
ORD-20210412-001539,20210412,1022,519,301,0,4,1209.05,0.0,4836.2,0.0,4836.2,672.03,2688.12,2148.08
ORD-20210413-001540,20210413,1005,520,301,0,12,120.36,0.0,1444.32,0.0,1444.32,68.4,820.8,623.52
ORD-20210413-001541,20210413,1018,502,304,0,97,627.63,0.0,60880.11,0.0,60880.11,368.52,35746.44,25133.67
ORD-20210413-001542,20210413,1011,514,304,0,39,491.02,0.0,19149.78,0.0,19149.78,250.08,9753.12,9396.66
ORD-20210413-001543,20210413,1011,502,303,0,30,491.02,0.0,14730.6,0.0,14730.6,250.08,7502.4,7228.2
ORD-20210413-001544,20210413,1008,507,301,0,15,196.47,0.0,2947.05,0.0,2947.05,129.1,1936.5,1010.55
ORD-20210413-001545,20210413,1006,503,304,0,64,217.32,0.0,13908.48,0.0,13908.48,124.01,7936.64,5971.84
ORD-20210413-001546,20210413,1011,506,301,0,30,491.02,0.0,14730.6,0.0,14730.6,250.08,7502.4,7228.2
ORD-20210413-001547,20210413,1023,516,301,0,5,2441.4,0.0,12207.0,0.0,12207.0,1369.47,6847.35,5359.65
ORD-20210413-001548,20210413,1010,505,302,0,29,542.75,0.0,15739.75,0.0,15739.75,284.61,8253.69,7486.06
ORD-20210413-001549,20210413,1007,514,301,0,6,193.73,0.0,1162.38,0.0,1162.38,110.72,664.32,498.06
ORD-20210413-001550,20210413,1017,509,301,0,19,357.47,0.0,6791.93,0.0,6791.93,208.24,3956.56,2835.37
ORD-20210414-001551,20210414,1013,506,302,0,42,539.74,0.0,22669.08,0.0,22669.08,327.32,13747.44,8921.64
ORD-20210414-001552,20210414,1003,501,301,0,46,204.45,0.0,9404.7,0.0,9404.7,108.85,5007.1,4397.6
ORD-20210414-001553,20210414,1012,507,303,0,36,852.4,0.0,30686.4,0.0,30686.4,495.07,17822.52,12863.88
ORD-20210414-001554,20210414,1005,514,302,0,18,120.36,0.0,2166.48,0.0,2166.48,68.4,1231.2,935.28
ORD-20210414-001555,20210414,1020,503,301,0,29,1763.33,0.0,51136.57,0.0,51136.57,911.16,26423.64,24712.93
ORD-20210414-001556,20210414,1020,522,304,0,22,1763.33,0.0,38793.26,0.0,38793.26,911.16,20045.52,18747.74
ORD-20210414-001557,20210414,1013,519,302,0,12,539.74,0.0,6476.88,0.0,6476.88,327.32,3927.84,2549.04
ORD-20210415-001558,20210415,1007,507,304,0,36,193.73,0.0,6974.28,0.0,6974.28,110.72,3985.92,2988.36
ORD-20210415-001559,20210415,1020,511,301,0,5,1763.33,0.0,8816.65,0.0,8816.65,911.16,4555.8,4260.85
ORD-20210415-001560,20210415,1005,505,301,0,5,120.36,0.0,601.8,0.0,601.8,68.4,342.0,259.8
ORD-20210415-001561,20210415,1021,522,301,0,5,2016.18,0.0,10080.9,0.0,10080.9,1132.3,5661.5,4419.4
ORD-20210415-001562,20210415,1023,518,302,0,11,2441.4,0.0,26855.4,0.0,26855.4,1369.47,15064.17,11791.23
ORD-20210415-001563,20210415,1013,511,301,0,7,539.74,0.0,3778.18,0.0,3778.18,327.32,2291.24,1486.94
ORD-20210415-001564,20210415,1013,512,301,0,32,539.74,0.0,17271.68,0.0,17271.68,327.32,10474.24,6797.44
ORD-20210415-001565,20210415,1002,512,303,0,34,158.28,0.0,5381.52,0.0,5381.52,83.66,2844.44,2537.08
ORD-20210415-001566,20210415,1004,521,302,0,10,186.71,0.0,1867.1,0.0,1867.1,107.66,1076.6,790.5
ORD-20210415-001567,20210415,1004,505,302,0,5,186.71,0.0,933.55,0.0,933.55,107.66,538.3,395.25
ORD-20210415-001568,20210415,1004,524,301,0,8,186.71,0.0,1493.68,0.0,1493.68,107.66,861.28,632.4
ORD-20210415-001569,20210415,1021,514,303,0,13,2016.18,0.0,26210.34,0.0,26210.34,1132.3,14719.9,11490.44
ORD-20210415-001570,20210415,1001,508,301,0,33,195.14,0.0,6439.62,0.0,6439.62,105.82,3492.06,2947.56
ORD-20210415-001571,20210415,1022,521,303,0,15,1209.05,0.0,18135.75,0.0,18135.75,672.03,10080.45,8055.3
ORD-20210416-001572,20210416,1018,513,301,0,19,627.63,0.0,11924.97,0.0,11924.97,368.52,7001.88,4923.09
ORD-20210416-001573,20210416,1005,506,302,0,33,120.36,0.0,3971.88,0.0,3971.88,68.4,2257.2,1714.68
ORD-20210416-001574,20210416,1023,511,303,0,50,2441.4,0.0,122070.0,0.0,122070.0,1369.47,68473.5,53596.5
ORD-20210416-001575,20210416,1017,509,302,0,21,357.47,0.0,7506.87,0.0,7506.87,208.24,4373.04,3133.83
ORD-20210416-001576,20210416,1022,523,301,0,23,1209.05,0.0,27808.15,0.0,27808.15,672.03,15456.69,12351.46
ORD-20210416-001577,20210416,1020,512,301,0,10,1763.33,0.0,17633.3,0.0,17633.3,911.16,9111.6,8521.7
ORD-20210416-001578,20210416,1007,509,301,0,11,193.73,0.0,2131.03,0.0,2131.03,110.72,1217.92,913.11
ORD-20210416-001579,20210416,1005,508,304,0,55,120.36,0.0,6619.8,0.0,6619.8,68.4,3762.0,2857.8
ORD-20210416-001580,20210416,1022,511,303,0,13,1209.05,0.0,15717.65,0.0,15717.65,672.03,8736.39,6981.26
ORD-20210416-001581,20210416,1005,501,301,0,18,120.36,0.0,2166.48,0.0,2166.48,68.4,1231.2,935.28
ORD-20210417-001582,20210417,1022,517,301,0,17,1209.05,0.0,20553.85,0.0,20553.85,672.03,11424.51,9129.34
ORD-20210417-001583,20210417,1001,510,303,0,16,195.14,0.0,3122.24,0.0,3122.24,105.82,1693.12,1429.12
ORD-20210417-001584,20210417,1010,510,303,0,21,542.75,0.0,11397.75,0.0,11397.75,284.61,5976.81,5420.94
ORD-20210417-001585,20210417,1016,512,302,0,42,252.72,0.0,10614.24,0.0,10614.24,128.58,5400.36,5213.88
ORD-20210417-001586,20210417,1001,516,303,0,68,195.14,0.0,13269.52,0.0,13269.52,105.82,7195.76,6073.76
ORD-20210417-001587,20210417,1018,507,301,0,34,627.63,0.0,21339.42,0.0,21339.42,368.52,12529.68,8809.74
ORD-20210417-001588,20210417,1007,509,301,0,8,193.73,0.0,1549.84,0.0,1549.84,110.72,885.76,664.08
ORD-20210417-001589,20210417,1020,518,301,0,7,1763.33,0.0,12343.31,0.0,12343.31,911.16,6378.12,5965.19
ORD-20210417-001590,20210417,1003,502,301,0,54,204.45,0.0,11040.3,0.0,11040.3,108.85,5877.9,5162.4
ORD-20210417-001591,20210417,1023,510,303,0,4,2441.4,0.0,9765.6,0.0,9765.6,1369.47,5477.88,4287.72
ORD-20210417-001592,20210417,1005,523,301,0,5,120.36,0.0,601.8,0.0,601.8,68.4,342.0,259.8
ORD-20210417-001593,20210417,1013,506,302,0,31,539.74,0.0,16731.94,0.0,16731.94,327.32,10146.92,6585.02
ORD-20210417-001594,20210417,1003,501,304,0,92,204.45,0.0,18809.4,0.0,18809.4,108.85,10014.2,8795.2
ORD-20210417-001595,20210417,1005,515,304,0,37,120.36,0.0,4453.32,0.0,4453.32,68.4,2530.8,1922.52
ORD-20210417-001596,20210417,1006,520,304,0,53,217.32,0.0,11517.96,0.0,11517.96,124.01,6572.53,4945.43
ORD-20210417-001597,20210417,1003,508,301,0,39,204.45,0.0,7973.55,0.0,7973.55,108.85,4245.15,3728.4
ORD-20210417-001598,20210417,1001,513,304,0,26,195.14,0.0,5073.64,0.0,5073.64,105.82,2751.32,2322.32
ORD-20210417-001599,20210417,1023,502,301,0,57,2441.4,0.0,139159.8,0.0,139159.8,1369.47,78059.79,61100.01
ORD-20210418-001600,20210418,1007,505,304,0,90,193.73,0.0,17435.7,0.0,17435.7,110.72,9964.8,7470.9
ORD-20210418-001601,20210418,1013,507,301,0,15,539.74,0.0,8096.1,0.0,8096.1,327.32,4909.8,3186.3
ORD-20210418-001602,20210418,1016,508,301,0,14,252.72,0.0,3538.08,0.0,3538.08,128.58,1800.12,1737.96
ORD-20210418-001603,20210418,1020,513,304,0,77,1763.33,0.0,135776.41,0.0,135776.41,911.16,70159.32,65617.09
ORD-20210418-001604,20210418,1018,507,302,0,3,627.63,0.0,1882.89,0.0,1882.89,368.52,1105.56,777.33
ORD-20210418-001605,20210418,1013,511,304,0,61,539.74,0.0,32924.14,0.0,32924.14,327.32,19966.52,12957.62
ORD-20210419-001606,20210419,1006,521,303,0,3,217.32,0.0,651.96,0.0,651.96,124.01,372.03,279.93
ORD-20210419-001607,20210419,1010,507,303,0,22,542.75,0.0,11940.5,0.0,11940.5,284.61,6261.42,5679.08
ORD-20210419-001608,20210419,1018,516,304,0,21,627.63,0.0,13180.23,0.0,13180.23,368.52,7738.92,5441.31
ORD-20210419-001609,20210419,1003,503,302,0,33,204.45,0.0,6746.85,0.0,6746.85,108.85,3592.05,3154.8
ORD-20210419-001610,20210419,1023,522,301,0,10,2441.4,0.0,24414.0,0.0,24414.0,1369.47,13694.7,10719.3
ORD-20210419-001611,20210419,1018,521,302,0,34,627.63,0.0,21339.42,0.0,21339.42,368.52,12529.68,8809.74
ORD-20210419-001612,20210419,1001,509,304,0,26,195.14,0.0,5073.64,0.0,5073.64,105.82,2751.32,2322.32
ORD-20210419-001613,20210419,1001,522,301,0,12,195.14,0.0,2341.68,0.0,2341.68,105.82,1269.84,1071.84
ORD-20210419-001614,20210419,1018,505,301,0,21,627.63,0.0,13180.23,0.0,13180.23,368.52,7738.92,5441.31
ORD-20210419-001615,20210419,1018,519,301,0,16,627.63,0.0,10042.08,0.0,10042.08,368.52,5896.32,4145.76
ORD-20210419-001616,20210419,1001,504,303,0,11,195.14,0.0,2146.54,0.0,2146.54,105.82,1164.02,982.52
ORD-20210419-001617,20210419,1003,511,302,0,50,204.45,0.0,10222.5,0.0,10222.5,108.85,5442.5,4780.0
ORD-20210419-001618,20210419,1018,523,301,0,14,627.63,0.0,8786.82,0.0,8786.82,368.52,5159.28,3627.54
ORD-20210419-001619,20210419,1007,513,302,0,5,193.73,0.0,968.65,0.0,968.65,110.72,553.6,415.05
ORD-20210419-001620,20210419,1004,523,302,0,12,186.71,0.0,2240.52,0.0,2240.52,107.66,1291.92,948.6
ORD-20210419-001621,20210419,1005,523,304,0,22,120.36,0.0,2647.92,0.0,2647.92,68.4,1504.8,1143.12
ORD-20210419-001622,20210419,1023,514,302,0,13,2441.4,0.0,31738.2,0.0,31738.2,1369.47,17803.11,13935.09
ORD-20210419-001623,20210419,1021,509,303,0,13,2016.18,0.0,26210.34,0.0,26210.34,1132.3,14719.9,11490.44
ORD-20210420-001624,20210420,1010,508,301,0,13,542.75,0.0,7055.75,0.0,7055.75,284.61,3699.93,3355.82
ORD-20210420-001625,20210420,1006,520,301,0,6,217.32,0.0,1303.92,0.0,1303.92,124.01,744.06,559.86
ORD-20210420-001626,20210420,1004,510,302,0,38,186.71,0.0,7094.98,0.0,7094.98,107.66,4091.08,3003.9
ORD-20210420-001627,20210420,1013,503,302,0,15,539.74,0.0,8096.1,0.0,8096.1,327.32,4909.8,3186.3
ORD-20210420-001628,20210420,1018,508,303,0,52,627.63,0.0,32636.76,0.0,32636.76,368.52,19163.04,13473.72
ORD-20210420-001629,20210420,1005,501,302,0,46,120.36,0.0,5536.56,0.0,5536.56,68.4,3146.4,2390.16
ORD-20210420-001630,20210420,1020,508,301,0,28,1763.33,0.0,49373.24,0.0,49373.24,911.16,25512.48,23860.76
ORD-20210420-001631,20210420,1008,520,301,0,17,196.47,0.0,3339.99,0.0,3339.99,129.1,2194.7,1145.29
